"Name","Family","Source","Rarity","Size","Type","Traits","Level","Spoilers?"
"<u><a href=""Monsters.aspx?ID=1461"">Watchtower Poltergeist</a></u>","—","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Medium","<u><a href=""Traits.aspx?ID=149"">Spirit</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=222"">Incorporeal</a></u>, <u><a href=""Traits.aspx?ID=149"">Spirit</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","14","Pathfinder #166: Despair on Danger Island"
"<u><a href=""Monsters.aspx?ID=1462"">Watchtower Shadow</a></u>","—","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Medium","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=222"">Incorporeal</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","15","Pathfinder #166: Despair on Danger Island"
"<u><a href=""Monsters.aspx?ID=1463"">Watchtower Wraith</a></u>","—","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Medium","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=222"">Incorporeal</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>, <u><a href=""Traits.aspx?ID=260"">Wraith</a></u>","16","Pathfinder #166: Despair on Danger Island"
"<u><a href=""Monsters.aspx?ID=195"">Water Mephit</a></u>","<u><a href=""MonsterFamilies.aspx?ID=44"">Elemental, Mephit</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","<u><a href=""Traits.aspx?ID=168"">Aquatic</a></u>, <u><a href=""Traits.aspx?ID=57"">Elemental</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=856"">Water Orm</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Huge","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=168"">Aquatic</a></u>, <u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","10","—"
"<u><a href=""Monsters.aspx?ID=1145"">Water Wisp</a></u>","<u><a href=""MonsterFamilies.aspx?ID=232"">Elemental, Wisp</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Tiny","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","0","—"
"<u><a href=""Monsters.aspx?ID=749"">Water Yai</a></u>","<u><a href=""MonsterFamilies.aspx?ID=144"">Oni</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Huge","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>, <u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>, <u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=303"">Oni</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","17","—"
"<u><a href=""Monsters.aspx?ID=1363"">Wayang Whisperblade</a></u>","<u><a href=""MonsterFamilies.aspx?ID=276"">Wayang</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Small","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=143"">Shadow</a></u>, <u><a href=""Traits.aspx?ID=370"">Wayang</a></u>","1","—"
"<u><a href=""NPCs.aspx?ID=1449"">Weapon Master</a></u>","—","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","13","Pathfinder #166: Despair on Danger Island"
"<u><a href=""Monsters.aspx?ID=1364"">Weasel</a></u>","<u><a href=""MonsterFamilies.aspx?ID=277"">Weasel</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Tiny","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","-1","—"
"<u><a href=""Monsters.aspx?ID=407"">Web Lurker</a></u>","—","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","3","—"
"<u><a href=""Monsters.aspx?ID=408"">Wemmuth</a></u>","—","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Huge","<u><a href=""Traits.aspx?ID=125"">Plant</a></u>","<u><a href=""Traits.aspx?ID=125"">Plant</a></u>","15","—"
"<u><a href=""Monsters.aspx?ID=409"">Wendigo</a></u>","—","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=27"">Cold</a></u>","17","—"
"<u><a href=""NPCs.aspx?ID=1444"">Wendlyn</a></u>","—","<u><a href=""Sources.aspx?ID=90"" title=""No-Prep Character: Wendlyn"">No-Prep Character</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=58"">Elf</a></u>, <u><a href=""Traits.aspx?ID=85"">Half-Elf</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=1366"">Werebat</a></u>","<u><a href=""MonsterFamilies.aspx?ID=100"">Werecreature</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=243"">Werecreature</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=412"">Werebear</a></u>","<u><a href=""MonsterFamilies.aspx?ID=100"">Werecreature</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=243"">Werecreature</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=857"">Wereboar</a></u>","<u><a href=""MonsterFamilies.aspx?ID=100"">Werecreature</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=243"">Werecreature</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=1367"">Werecrocodile</a></u>","<u><a href=""MonsterFamilies.aspx?ID=100"">Werecreature</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=243"">Werecreature</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=410"">Wererat</a></u>","<u><a href=""MonsterFamilies.aspx?ID=100"">Werecreature</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=243"">Werecreature</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=858"">Weretiger</a></u>","<u><a href=""MonsterFamilies.aspx?ID=100"">Werecreature</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=243"">Werecreature</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=411"">Werewolf</a></u>","<u><a href=""MonsterFamilies.aspx?ID=100"">Werecreature</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=243"">Werecreature</a></u>","3","—"
"<u><a href=""Monsters.aspx?ID=413"">Wight</a></u>","<u><a href=""MonsterFamilies.aspx?ID=163"">Wight</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>, <u><a href=""Traits.aspx?ID=259"">Wight</a></u>","3","—"
"<u><a href=""Monsters.aspx?ID=1282"">Wihsaak</a></u>","<u><a href=""MonsterFamilies.aspx?ID=208"">Sahkil</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>, <u><a href=""Traits.aspx?ID=333"">Sahkil</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=414"">Will-o’-Wisp</a></u>","<u><a href=""MonsterFamilies.aspx?ID=210"">Wisp</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=5"">Air</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=1187"">Winter Hag</a></u>","<u><a href=""MonsterFamilies.aspx?ID=59"">Hag</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=84"">Hag</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=403"">Winter Wolf</a></u>","<u><a href=""MonsterFamilies.aspx?ID=98"">Warg</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=860"">Witchfire</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=149"">Spirit</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=222"">Incorporeal</a></u>, <u><a href=""Traits.aspx?ID=149"">Spirit</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","9","—"
"<u><a href=""Monsters.aspx?ID=861"">Witchwyrd</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=1368"">Wizard Sponge</a></u>","—","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=77"">Fungus</a></u>","<u><a href=""Traits.aspx?ID=77"">Fungus</a></u>, <u><a href=""Traits.aspx?ID=108"">Mindless</a></u>, <u><a href=""Traits.aspx?ID=239"">Swarm</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=415"">Wolf</a></u>","<u><a href=""MonsterFamilies.aspx?ID=101"">Wolf</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=1369"">Wolliped</a></u>","—","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","3","—"
"<u><a href=""Monsters.aspx?ID=862"">Wolverine</a></u>","<u><a href=""MonsterFamilies.aspx?ID=160"">Wolverine</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=678"">Wood Giant</a></u>","<u><a href=""MonsterFamilies.aspx?ID=53"">Giant</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=684"">Wood Golem</a></u>","<u><a href=""MonsterFamilies.aspx?ID=57"">Golem</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>, <u><a href=""Traits.aspx?ID=220"">Golem</a></u>, <u><a href=""Traits.aspx?ID=108"">Mindless</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=789"">Wooly Rhinoceros</a></u>","<u><a href=""MonsterFamilies.aspx?ID=150"">Rhinoceros</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=864"">Worm That Walks Cultist</a></u>","<u><a href=""MonsterFamilies.aspx?ID=161"">Worm That Walks</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=239"">Swarm</a></u>","14","—"
"<u><a href=""Monsters.aspx?ID=417"">Wraith</a></u>","<u><a href=""MonsterFamilies.aspx?ID=164"">Wraith</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=222"">Incorporeal</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>, <u><a href=""Traits.aspx?ID=260"">Wraith</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=1370"">Wyrmwraith</a></u>","<u><a href=""MonsterFamilies.aspx?ID=116"">Wyrmwraith</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>, <u><a href=""Traits.aspx?ID=222"">Incorporeal</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>, <u><a href=""Traits.aspx?ID=260"">Wraith</a></u>","17","—"
"<u><a href=""Monsters.aspx?ID=1372"">Wyrwood Sneak</a></u>","<u><a href=""MonsterFamilies.aspx?ID=278"">Wyrwood</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Small","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>, <u><a href=""Traits.aspx?ID=371"">Wyrwood</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=162"">Wyvern</a></u>","<u><a href=""MonsterFamilies.aspx?ID=36"">Drake</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=1564"">Xevalorg</a></u>","—","<u><a href=""Sources.aspx?ID=13"" title=""Pathfinder #148: Fires of the Haunted City"">Pathfinder #148</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Large","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","13","Pathfinder #148: Fires of the Haunted City"
"<u><a href=""Monsters.aspx?ID=866"">Xill</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=63"">Ethereal</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=63"">Ethereal</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=534"">Xilvirek</a></u>","—","<u><a href=""Sources.aspx?ID=31"" title=""Pathfinder #154: Siege of the Dinosaurs"">Pathfinder #154</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","12","—"
"<u><a href=""Monsters.aspx?ID=1284"">Ximtal</a></u>","<u><a href=""MonsterFamilies.aspx?ID=208"">Sahkil</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>, <u><a href=""Traits.aspx?ID=333"">Sahkil</a></u>","17","—"
"<u><a href=""Monsters.aspx?ID=1105"">Xiuh Couatl</a></u>","<u><a href=""MonsterFamilies.aspx?ID=128"">Couatl</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Large","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=298"">Couatl</a></u>","12","—"
"<u><a href=""Monsters.aspx?ID=184"">Xorn</a></u>","<u><a href=""MonsterFamilies.aspx?ID=42"">Elemental, Earth</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","<u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=487"">Xotanispawn</a></u>","—","<u><a href=""Sources.aspx?ID=14"" title=""Pathfinder #149: Against the Scarlet Triad"">Pathfinder #149</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Large","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","17","—"
"<u><a href=""Monsters.aspx?ID=491"">Xotani</a></u>","<u><a href=""MonsterFamilies.aspx?ID=115"">Spawn of Rovagug</a></u>","<u><a href=""Sources.aspx?ID=15"" title=""Pathfinder #150: Broken Promises"">Pathfinder #150</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","20","—"
"<u><a href=""Monsters.aspx?ID=506"">Xulgath Bilebearer</a></u>","<u><a href=""MonsterFamilies.aspx?ID=102"">Xulgath</a></u>","<u><a href=""Sources.aspx?ID=21"" title=""Pathfinder #151: The Show Must Go On"">Pathfinder #151</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=244"">Xulgath</a></u>","2","—"
